Term
Administrator
AIDC
algebra
Algorithm
Analytics
Apache Hadoop
Apache Hama
Apache Spark
ARIMA
Artificial Intelligence
AI
autoassociator
Autocorrelation
autoencoder
Avro
Backpropagation
Backpropagation Neural Network
Bayesian network
Behavioral analytics
Belief Propagation
BI
Bias
Bias-Variance
Big Data
Big Data Scientist
binomial distribution
Binomial Logistic Regression
boltzmann machine
Business Intelligence
C
C language
C programming language
Call Detail Record
Cascading abstraction
Cassandra
Cell phone data
chi-square
chi-square test
Chukwa
Clickstream Analytics
Clickstrem
Clojure
Cloud
Cloud data
Cloudera Impala
Clustering analysis
CNN
Cold data storage
column-oriented database
Columnar database
Comparative data analysis
Complex event processing
computational linguistics
confidence interval
continuous variable
convolutional neural network
correlation
covariance
cross-validation
D language
D programming language
D3
DaaS
Dashboard
Dashboard data
Data access
Data Aggregation
Data Anonymization
Data architecture
Data architecture and design
Data center
Data cleansing
Data collection
Data custodian
data engineer
Data exhaust
Data feed
Data governance
Data grid
Data integration
Data integrity
Data mart
Data Mashup
Data migration
Data mining
data mining
Data model
data modeling
Data point
Data profiling
Data quality
Data Query
Data Re-identification
Data replication
Data repository
Data Scalability
Data science
Data scientist
Data scientists
Data security
Data set
Data source
Data steward
Data structure
data structure
Data Value
Data visualization
Data visualization
Data Volume
Data warehouse
Data Wrangling
Data-directed decision making
Database
Database administrator
Database Schema
DBMS
De-identification
decision tree
Deep Belief Network
Deep Learning
Deep Thunder
Demographic data
dependent variable
dimensionality reduction
discrete variable
Distributed cache
Distributed File System
Distributed object
Distributed processing
Document management
Document Store Database
Drill data analysis
econometrics
Elasticsearch
ETL
Event analytics
Event processing
Exabyte
Petabyte
Terabyte
Zettabyte
Exploratory analysis
External data
Extract transform and load
Failover computer
Failover node
feature
feature engineering
Flume Hadoop Data
Forecast
Forecasting
Fortran
GARCH
General Linear Model
Generalized Linear Model
gradient boosting
gradient descent
Graph Databases
Grid computing
Hadoop
Hadoop
Hadoop Pig
HBase
HCatalog
HDFS
histogram
Image Analysis
IMDG
In-database analytics
In-memory data grid
In-memory database
independent variable
Internet of Things
IoT
JSON
Julia
Julia language
Julia programming language
K-means
k-means clustering
k-nearest neighbors
Kafka Linkedin
Key Value Store
KeyValue Database
KNN
Latency data delivery
latent variable
linear algebra
linear regression
Linked Data
Location analytics
Location data
Log file
Logistic Regression
Machine learning
Machine-generated data
Machine2Machine data
Mahout
MapReduce
Markov Chain
mathematical model
MATLAB
Mean Absolute Error
Mean Squared Error
Metadata
MongoDB
Monte Carlo
moving average
MPP database
Multi-Dimensional Database
Multilayer Perceptron
Multinomial Logistic Regression
MultiValue Database
N-gram
naive Bayes
naive Bayes classifier
Network analysis
Network Load balancing
neural network
NewSQL
NoSQL
null hypothesis
Object Comparator
Object Database
Object-based Image Analysis
objective function optimization
ODCA
ODS
OLAP
OLTP
Online analytical processing
Online transactional processing
Oozie
Open Data Center Alliance
OpenDremel
Operational data store
outlier
overfitting
P-value
PageRank
Pandas
Parallel data analysis
Parallel method invocation
Parallel processing
Parallel query
Pattern recognition
PCA
Pentaho
Pentaho
perceptron
Perceptron
Perl
pivot table
PMI
posterior
posterior distribution
prediction
Predictive analytics
Predictive modeling
principal component analysis
prior
prior distribution
probability distribution
Public data
Python
Query analysis
R
R language
random forest
Real-time data
Recommendation engine
Reference data
reinforcement learning
Risk analysis
Root Mean Squared Error
Root-cause analysis
Routing analysis
Ruby
SaaS
sampling
SAP HANA
SAS
Scalability
Schema
Search data
Semi-structured data
Sentiment analysis
Server computer
Software as a service
Spark
Spatial analysis
spatiotemporal data
SPSS
SQL
Sqoop
Stata
statistical significance
Statistics
Storage
Storm multiple data streams
strata
stratified sampling
stratum
Structured data
Structured Query Language
supervised learning
support vector machine
SVD
SVM
Tableau
Text analytics
Thrift
time series
Time Series Analysis
Transactional data
Twitter Storm
Unstructured data
unsupervised learning
Variance
vector arithmetic
vector space
Visualization
Warehouse
Weather data
WebHDFS
Weka
Wrangling
XML
XML Database
ZooKeeper
System administrator
DevOps
development
machine translatation
IBM Watson
Alpha Go
Microsoft
Amazon
Facebook
Baidu
grid search
optimization
business
science
research
financial engineering
finance
social
social media
social network
computational social science
computer science
